Ped,Bike,Bike Loop,School Area,1st St,E 2nd St,5th St,8th St,B St,F St,J St N,North Sycamore,North Anderson,North Anderson,East Covell,Olive Drive,Pole Line,West Russell,Russell,Downtown,University Rice,Old North,Old East,A St,DATE,TIME,REPORT,STREET 1,STREET 2,DISTANCE,DIRECTION,PRIMARY CAUSE,COLLISION TYPE,INJURY,Bike,5 Year Bike,5 Year  Ped,Ped,FATAL,TYPE OF COLLISION,VEHICLE 1,VEHICLE 2,INVOLVED WITH,OBJECT HIT,PEDESTRIAN ACTION,TRAFFIC CONTROL DEVICES,NOTES
,1,,,,,,,,,,,,,,,,,,,,,,,7/8/2005,3:22 AM,05-4006,1818 5th St,Driveway,0',In Int.,VC 21200.5,Other,1,1.0,,,,,,Bicycle,,Non-Collision,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,1,,,,,,,,7/8/2005,2:59 PM,05-4011,E Covell Blvd,Pole Line Road,250',West,VC 21804.A,Broadside,3,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/8/2005,6:49 PM,05-4013,Chiles Road,Ensenada Drive,0',In Int.,VC 21801.A,Head-On,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/8/2005,7:42 PM,05-4015,Fifth Street,San Sebastian Street,500',East,VC 21804.A,Broadside,4,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,7/11/2005,3:24 PM,05-4055,E Covell Blvd,L Street,0',In Int.,VC 22450.A,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,7/12/2005,12:27 PM,05-4064,Fourth Street,K Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Motor Vehicle on Other Roadway,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/13/2005,12:58 PM,05-4079,Cowell Blvd,Research Park Drive (E),25',South,VC .,Sideswipe,,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,1,,,,,,,,,,,,,7/13/2005,6:08 PM,05-4084,Sycamore Lane,W Covell Blvd,8',South,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,,,1,,7/13/2005,8:42 PM,05-4086,L Street,Fifth Street,175',North,VC 21804,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,1,,,,,,,,7/8/2005,3:23 AM,05-4089,Fifth Street,Pole Line Road,700',West,VC .,Hit Object,,,,,,,,Passenger Car,,Bicycle,,No Pedestrian Involved,,
,1,,,,,,1,,1,,,,,,,,,,,,,,,7/14/2005,8:45 AM,05-4092,F Street,E Eighth Street,0',In Int.,VC 21801.A,Other,1,1.0,,,,,,School Bus,Bicycle,Bicycle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,7/14/2005,11:30 PM,05-4107,Cypress Lane,Claremont Drive,150',South,VC 21200.5,Other,1,1.0,,,,,,Bicycle,Pickup Truck,Bicycle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,7/15/2005,8:00 AM,05-4112,L Street,E Eighth Street,150',South,VC 22350,Sideswipe,,,,,,,,Not Stated,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,7/18/2005,1:30 PM,05-4154,Calaveras Avenue,Barkley Street,84',West,VC 22107,Sideswipe,,,,,,,,Passenger Car,Pickup Truck,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/19/2005,5:38 PM,05-4165,W Covell Blvd,Denali Drive,0',In Int.,VC 22106,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/22/2005,9:32 PM,05-4220,Lillard Drive,Los Robles Street,0',In Int.,VC 23152.A,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,7/23/2005,1:32 PM,05-4232,Richards Blvd,Olive Drive,100',South,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/24/2005,2:13 AM,05-4250,Ensenada Drive,Chiles Road,47',South,VC 23152.A,Rear-End,,,,,,,,Passenger Car,Truck,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,7/25/2005,11:50 AM,05-4281,2020 5th Street,Null,0',In Int.,VC .,Not Stated,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,Not Stated,,
,,,,,,1,,,,,,,,,,,,,,,,1,,7/27/2005,12:10 PM,05-4307,Fifth Street,L Street,60',West,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,1,,,,,,,,,,1,,,,,7/29/2005,5:45 PM,05-4351,Second Street,F Street,0',In Int.,VC .,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/1/2005,9:32 AM,05-4379,W Covell Blvd,Rt 113 Sbon/R,0',In Int.,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,1,,,,,,,,,,8/2/2005,8:11 PM,05-4397,E Covell Blvd,Alhambra Drive,10560',East,VC 22350,Hit Object,,,,,,,,,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/2/2005,9:14 PM,05-4398,W Covell Blvd,Highway 113 Sb,54',East,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,1,,,,,,,,,,,,,8/3/2005,9:02 AM,05-4407,W Covell Blvd,Sycamore Lane,60',West,VC 22350,Rear-End,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/3/2005,1:19 PM,05-4412,Cowell Blvd,Drew Avenue,0',In Int.,VC 21801.A,Broadside,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/3/2005,3:01 PM,05-4415,Mace Blvd,Interstate 80 Wb,0',In Int.,VC 22107,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/3/2005,,05-4421,Hacienda Avenue,Madrid Street,528',East,VC .,Sideswipe,,,,,,,,Passenger Car,Not Stated,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,8/4/2005,3:55 PM,05-4441,Pole Line Road,Donner Avenue,150',South,VC 22107,Head-On,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,1,,,,,,,,,,1,,,,,8/4/2005,10:06 AM,05-4442,Third Street,F Street,0',In Int.,VC .,Not Stated,,,,,,,,Passenger Car,Bicycle,Bicycle,,Not Stated,,
,,,,,,,,,,,,,,,,,,,1,,,,,8/4/2005,,05-4503,840 2nd Street,Null,0',In Int.,VC .,Sideswipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/5/2005,11:07 AM,05-4507,Richards Blvd,Cowell Blvd,0',In Int.,VC 21453.A,Head-On,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/6/2005,6:13 PM,05-4527,Rio Grande Street,Portola Street,80',West,VC 23152.A,Rear-End,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,8/6/2005,6:10 PM,05-4531,Shasta Drive,Olympic Drive,0',In Int.,VC 23152.A,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,1,,,1,,,,,,,,,,,,,,8/8/2005,4:27 PM,05-4570,J Street,E Eighth Street,528',North,VC 22103,Broadside,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/8/2005,7:37 AM,05-4587,Portage Bay West,Lake Blvd,300',East,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,1,,,,,,,,,,,,,,,8/9/2005,4:10 PM,05-4591,E Eighth Street,Pole Line Road,1056',East,VC 21750,Broadside,1,,,,,,,Pickup Truck,Motorcycle,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,1,,,,,,,,,,1,,,,,8/4/2005,10:06 AM,05-4598,Third Street,F Street,0',In Int.,VC .,Other,,,,,,,,Passenger Car,Bicycle,Bicycle,,Not Stated,,
,1,,,,,,,,,,,,,,,,,,,,,,,8/10/2005,11:48 AM,05-4603,Mace Blvd,Montgomery Avenue,0',In Int.,VC 22450.A,Other,1,1.0,,,,,,,,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,8/10/2005,3:16 PM,05-4607,Pole Line Road,Moore Blvd,0',In Int.,VC 21802.A,Broadside,2,,,,,,,Passenger Car,Passenger Car,Motor Vehicle on Other Roadway,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,8/10/2005,,05-4641,Russell Blvd,Anderson Road,80',West,VC .,Rear-End,,,,,,,,Passenger Car,Other,Parked Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,8/12/2005,5:07 PM,05-4663,Shasta Drive,W Covell Blvd,0',In Int.,VC 21804.A,Other,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/13/2005,3:06 PM,05-4674,Chestnut Lane,Haussler Drive,40',South,VC 23152.A,Rear-End,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/13/2005,5:47 PM,05-4675,Hudson Court,Portage Bay East,150',South,VC 22106,Broadside,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/15/2005,4:36 PM,05-4705,Richards Blvd,Research Park Drive,60',West,VC 22350,Rear-End,1,,,,,,,Motorcycle,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,8/18/2005,3:47 AM,05-4744,K Street,Fourth Street,26',South,VC 22350,Broadside,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,8/18/2005,11:20 PM,05-4761,Mace Blvd,Second Street,300',South,VC 22515.A,Hit Object,,,,,,,,,,Fixed Object,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,8/19/2005,1:36 AM,05-4764,Richards Blvd,Research Park Drive,45',West,VC 21200.5,Other,1,1.0,,,,,,Bicycle,,Bicycle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,8/19/2005,12:11 PM,05-4776,Mace Blvd,Second Street,400',South,VC 22350,Sideswipe,1,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,8/19/2005,7:19 PM,05-4782,W Covell Blvd,Catalina Drive,30',West,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,8/22/2005,4:26 PM,05-4827,E Covell Blvd,Manzanita Lane,0',In Int.,VC 21802.A,Broadside,2,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,8/23/2005,7:39 AM,05-4838,Second Street,Cantrill Drive,0',In Int.,VC 21802.A,Broadside,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/17/2005,4:30 PM,05-4850,E Street,East Curb Line Of E Street,101',East,VC 22107,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,8/25/2005,8:50 AM,05-4867,Second Street,C Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,8/25/2005,8:13 PM,05-4878,Pole Line Road,Lehigh Drive,150',North,VC 21703,Rear-End,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,8/26/2005,10:19 PM,05-4895,Olive Drive,Hickory Lane,2640',East,VC 22350,Hit Object,,,,,,,,,,Fixed Object,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,1,,,,,,,,8/26/2005,1:30 PM,05-4896,Pole Line Road,Cowell Blvd,0',In Int.,VC .,Other,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,8/27/2005,2:20 AM,05-4906,1106 Anderson Rd,Null,0',In Int.,VC 23152.A,Rear-End,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/27/2005,2:22 AM,05-4907,La Rue Road,California Avenue,150',West,VC 23152.A,Hit Object,,,,,,,1 at UCD,Passenger Car,,Fixed Object,,No Pedestrian Involved,,????
,,,,,,,,,,,,,,,,,,,,,,,,8/28/2005,9:30 AM,05-4931,Vista Way,Ensenada Drive,300',East,VC .,Other,,,,,,,,,,Other Object,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,8/28/2005,2:14 PM,05-4933,Plum Lane,Cornell Drive,5',South,VC 22350,Sideswipe,,,,,,,,Passenger Car,Pickup Truck,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,8/30/2005,2:21 AM,05-4952,Whittier Drive,Loyola Drive,171',North,VC 23152.A,Broadside,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,1,,1,,,,,,,,,,1,,,,,,,,,,,8/30/2005,8:07 AM,05-4960,Anderson Road,Rutgers Drive,215',South,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,Crossing Not In Crosswalk,BIKE or PED?,
,,,,,,,,,,,,,,,,,,,,,,,1,8/30/2005,9:44 AM,05-4963,Miller Drive,Russell Blvd,600',North,VC 22107,Sideswipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,1,,,,,,,8/30/2005,1:37 PM,05-4968,Russell Blvd,Rt 113 Sbon/R (1),75',East,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,8/30/2005,2:00 PM,05-4970,Richards Blvd,Olive Drive,0',In Int.,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,9/1/2005,10:35 AM,05-5008,Fifth Street,G Street,150',East,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,9/1/2005,11:30 AM,05-5011,C Street,Fourth Street,21',South,VC 22106,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,1,,,,,,,,,,,1,1,1,,,9/1/2005,4:10 PM,05-5020,B Street,Fifth Street,0',In Int.,VC 21453.A,Broadside,2,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,9/1/2005,5:45 PM,05-5021,Richards Blvd,Olive Drive,25',North,VC 22350,Rear-End,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,1,,,,,,,,,,9/2/2005,4:15 PM,05-5043,Denison Drive,Magnolia Place,6',East,VC 22350,Other,1,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,1,,,,,,,,,,9/4/2005,9:35 PM,05-5082,E Covell Blvd,Alhambra Drive,2602',East,VC 23152.A,Hit Object,,,,,,,,,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/5/2005,6:40 PM,05-5088,Loyola Drive,Camphor Lane (E),166',West,VC 22103,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/6/2005,3:10 PM,05-5101,L Street,Tulane Drive,80',South,VC 22103,Broadside,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,9/9/2005,2:22 PM,05-5144,W Covell Blvd,Rt 113 Sboff/R,0',In Int.,VC 21453.B,Other,,,,,,,,,,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,9/9/2005,8:00 PM,05-5150,Russell Blvd,Anderson Road,10',East,VC 22350,Rear-End,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,9/11/2005,12:30 PM,05-5170,E Covell Blvd,L Street,0',In Int.,VC 21801.A,Broadside,2,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/12/2005,8:09 AM,05-5181,Mace Blvd,Cowell Blvd,60',North,VC 22350,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,9/12/2005,2:49 PM,05-5188,Fourth Street,J Street,0',In Int.,VC 21802.A,Broadside,1,,,,,,,,,Motor Vehicle on Other Roadway,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/12/2005,5:03 PM,05-5193,Fifth Street,Cantrill Drive,65',East,VC 22350,Rear-End,3,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,9/12/2005,5:30 PM,05-5194,Shasta Drive,Denali Drive,114',West,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,8/8/2005,8:30 AM,05-5199,Olive Drive,Richards Blvd,0',In Int.,VC .,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,1,,,,,,,,,,,1,1,,,,9/13/2005,11:40 AM,05-5207,B Street,Rice Lane,20',South,VC 22107,Sideswipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,1,,1,,,,,,1,,,,,1,,,,,,,,,,9/12/2005,3:45 PM,05-5210,F Street,W Covell Blvd,110',South,VC 22350,Other,1,1.0,,,,,,,,Bicycle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,,1,,9/14/2005,11:47 AM,05-5228,Fifth Street,J Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/14/2005,4:14 PM,05-5235,Cowell Blvd,Drew Avenue,200',West,VC 22350,Rear-End,,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,1,,9/14/2005,5:10 PM,05-5237,Fourth Street,H St (I?),0',In Int.,VC 21800.A,Broadside,,,,,,,,,,Motor Vehicle on Other Roadway,,No Pedestrian Involved,,
,1,,,,,,1,1,,,,,,,,,,,,,,,,9/14/2005,5:32 PM,05-5238,E Eighth Street,B Street,0',In Int.,VC 21801.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,9/15/2005,12:41 AM,05-5246,Ensenada Drive,Cowell Blvd,359',North,VC 21200.5,Other,1,1.0,,,,,,Bicycle,,Fixed Object,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,1,,1,,,,,,,,9/14/2005,8:45 AM,05-5271,Pole Line Road,E Covell Blvd,0',In Int.,VC .,Other,,,,,,,,,,Bicycle,,Not Stated,,
,1,,,,,,,,,,,,,,1,,,,,,,,,9/15/2005,4:56 PM,05-5284,Richards Blvd,Olive Drive,80',South,VC 21650.1,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,9/16/2005,7:20 AM,05-5347,"Mace Blvd, Ifo 315",2nd St,200',North,VC 22350,Rear-End,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/17/2005,4:25 PM,05-5381,Russell Blvd,Sycamore Lane,18',West,VC 22350,Rear-End,,,,,,,,Passenger Car,Not Stated,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,8/31/2005,1:46 AM,05-5382,Cowell Blvd,Lillard Drive,100',North,VC 22350,Overturned,,,,,,,,Passenger Car,,Fixed Object,,,,
,1,,,,,,,,,,,,,,,,,,1,,,,,9/19/2005,5:25 PM,05-5423,Third Street,G Street,0',In Int.,VC 21800.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,1,1,,,,,,,,,,,9/17/2005,2:55 PM,05-5425,Anderson Road,Anderson Rd,0',In Int.,VC .,Rear-End,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,1,,,,,,,,,,,,,,,9/20/2005,3:45 PM,05-5440,F Street,Ninth Street,25',South,VC 22350,Rear-End,2,,,,,,,Passenger Car,Other,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/23/2005,3:50 PM,05-5503,Chiles Road,El Cemonte Avenue,1300',East,VC 22350,Hit Object,1,,,,,,,Passenger Car,Other,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,1,1,,,,,,,,,,,9/23/2005,9:40 PM,05-5514,W Covell Blvd,Anderson Road,185',East,VC 23152.A,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,9/25/2005,3:19 PM,05-5555,Anderson Road,Russell Blvd,200',North,VC 22107,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,9/26/2005,12:55 PM,05-5566,E Covell Blvd,County Road 104,1600',West,VC 22350,Hit Object,,,,,,,,Pickup Truck,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,1,,,,,,,,9/27/2005,12:35 PM,05-5589,Pole Line Road,E Covell Blvd,150',South,VC 22107,Sideswipe,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,9/27/2005,3:00 PM,05-5592,D Street,Fourth Street,140',North,VC 22106,Other,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,1,,,,,,,,,,,,,9/28/2005,11:33 PM,05-5649,W Covell Blvd,Sycamore Lane,0',In Int.,VC 22350,Rear-End,2,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,,,1,,9/29/2005,3:00 PM,05-5665,Fifth Street,L Street,1320',East,VC 21460.5C,Broadside,1,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,1,,,,,,,,9/29/2005,4:00 PM,05-5672,Pole Line Road,Claremont Drive,0',In Int.,VC 22100.B,Other,,,,,,,,Bicycle,Passenger Car,Not Stated,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,9/29/2005,9:40 PM,05-5673,Research Park Drive,Cowell Blvd (E),150',East,VC 21801.A,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,,,,,,,,,,,,,,,,9/30/2005,2:15 AM,05-5683,W Eighth Street,Sycamore Lane,0',In Int.,VC 23152.A/B,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,1,,,,,,,,,,,,,9/30/2005,3:55 PM,05-5695,W Covell Blvd,Sycamore Lane,300',West,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,1,1,,,,,,,1,,,,,,,,,,,,,,10/2/2005,5:35 AM,05-5734,J Street,Drexel Drive,50',South,VC 22107,Sideswipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,10/2/2005,7:36 AM,05-5737,Cowell Blvd,Ohlone Street,100',East,VC 22107,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,10/2/2005,4:40 PM,05-5744,2107 Cowell Blvd,Null,0',In Int.,VC .,Broadside,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,10/2/2005,,05-5745,1659 Drew Circle,Null,0',In Int.,VC .,Broadside,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,1,,,,1,,,,,,,,,,,1,,,,,10/2/2005,5:45 PM,05-5747,First Street,B Street,0',In Int.,VC 22350,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,10/4/2005,1:08 AM,05-5777,Chiles Road,Mace Blvd,0',In Int.,VC .,Head-On,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,1,,,,,,,,,,,1,1,,,,10/4/2005,8:50 AM,05-5781,B Street,Second Street,20',North,VC 22350,Sideswipe,,,,,,,,Not Stated,Other,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,1,,,,,,,,10/3/2005,8:15 AM,05-5792,E Covell Blvd,Pole Line Road,0',In Int.,VC 21453.A,Sideswipe,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,10/4/2005,6:29 PM,05-5793,E Covell Blvd,Wright Blvd,0',In Int.,VC 21453.A,Broadside,2,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,1,,,,,,,,,,10/5/2005,1:15 PM,05-5816,E Covell Blvd,Birch Lane,0',In Int.,VC .,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
